Student IDs,Day,Hour,Activity,Duration
0,5,14,1,0
0,5,14,2,0
0,5,15,0.0,1041
0,5,15,1,0
0,5,15,2,0
0,5,16,0.0,1041
0,5,16,1,0
0,5,16,2,0
0,5,17,0.0,822
0,5,17,2.0,6
0,5,17,1.0,57
0,5,18,0.0,615
0,5,18,1.0,81
0,5,18,2,0
0,5,19,0.0,993
0,5,19,1.0,6
0,5,19,2,0
0,5,20,0.0,1017
0,5,20,1,0
0,5,20,2,0
0,5,21,0.0,600
0,5,21,1.0,114
0,5,21,2,0
0,5,22,0.0,1038
0,5,22,1,0
0,5,22,2,0
0,5,23,0.0,1038
0,5,23,1,0
0,5,23,2,0
0,6,0,0.0,1038
0,6,0,1,0
0,6,0,2,0
0,6,1,0.0,1041
0,6,1,1,0
0,6,1,2,0
0,6,2,0.0,1038
0,6,2,1,0
0,6,2,2,0
0,6,3,0.0,1038
0,6,3,1,0
0,6,3,2,0
0,6,4,0.0,1038
0,6,4,1,0
0,6,4,2,0
0,6,5,0.0,1041
0,6,5,1,0
0,6,5,2,0
0,6,6,0.0,1035
0,6,6,1,0
0,6,6,2,0
0,6,7,0.0,1041
0,6,7,1,0
0,6,7,2,0
0,6,8,0.0,1041
0,6,8,1,0
0,6,8,2,0
0,6,9,0.0,1005
0,6,9,1,0
0,6,9,2,0
0,6,10,0.0,1011
0,6,10,1.0,9
0,6,10,2,0
0,6,11,0.0,501
0,6,11,2.0,18
0,6,11,1.0,261
0,6,12,0.0,948
0,6,12,1.0,36
0,6,12,2,0
0,6,13,0.0,507
0,6,13,2.0,36
0,6,13,1.0,285
0,6,14,0.0,861
0,6,14,1.0,114
0,6,14,2,0
0,6,15,0.0,1026
0,6,15,1,0
0,6,15,2,0
0,6,16,0.0,1002
0,6,16,1.0,9
0,6,16,2,0
0,6,17,0.0,975
0,6,17,1.0,33
0,6,17,2,0
0,6,18,0.0,609
0,6,18,2.0,18
0,6,18,1.0,135
0,6,19,0.0,669
0,6,19,1.0,102
0,6,19,2,0
0,6,20,0.0,996
0,6,20,1.0,36
0,6,20,2,0
0,6,21,0.0,1038
0,6,21,1,0
0,6,21,2,0
0,6,22,0.0,1038
0,6,22,1,0
0,6,22,2,0
0,6,23,0.0,1029
0,6,23,1,0
0,6,23,2,0
0,0,0,0.0,1035
0,0,0,1,0
0,0,0,2,0
0,0,1,0.0,1041
0,0,1,1,0
0,0,1,2,0
0,0,2,0.0,1035
0,0,2,1,0
0,0,2,2,0
0,0,3,0.0,1038
0,0,3,1,0
0,0,3,2,0
0,0,4,0.0,1038
0,0,4,1,0
0,0,4,2,0
0,0,5,0.0,1041
0,0,5,1,0
0,0,5,2,0
0,0,6,0.0,1038
0,0,6,1,0
0,0,6,2,0
0,0,7,0.0,513
0,0,7,2.0,12
0,0,7,1.0,342
0,0,8,0.0,891
0,0,8,1.0,30
0,0,8,2,0
0,0,9,0.0,816
0,0,9,1.0,129
0,0,9,2,0
0,0,10,0.0,480
0,0,10,2.0,147
0,0,10,1.0,228
0,0,11,0.0,933
0,0,11,2.0,36
0,0,11,1.0,63
0,0,12,0.0,1035
0,0,12,1,0
0,0,12,2,0
0,0,13,0.0,834
0,0,13,2.0,39
0,0,13,1.0,123
0,0,14,0.0,603
0,0,14,2.0,21
0,0,14,1.0,336
0,0,15,0.0,888
0,0,15,1.0,60
0,0,15,2,0
0,0,16,0.0,921
0,0,16,1.0,6
0,0,16,2,0
0,0,17,0.0,813
0,0,17,1.0,72
0,0,17,2,0
0,0,18,0.0,363
0,0,18,2.0,60
0,0,18,1.0,456
0,0,19,0.0,948
0,0,19,1.0,12
0,0,19,2,0
0,0,20,0.0,927
0,0,20,1.0,54
0,0,20,2,0
0,0,21,0.0,1020
0,0,21,1.0,6
0,0,21,2,0
0,0,22,0.0,1038
0,0,22,1,0
0,0,22,2,0
0,0,23,0.0,1035
0,0,23,1,0
0,0,23,2,0
0,1,0,0.0,1041
0,1,0,1,0
0,1,0,2,0
0,1,1,0.0,1035
0,1,1,1,0
0,1,1,2,0
0,1,2,0.0,1038
0,1,2,1,0
0,1,2,2,0
0,1,3,0.0,1038
0,1,3,1,0
0,1,3,2,0
0,1,4,0.0,1038
0,1,4,1,0
0,1,4,2,0
0,1,5,0.0,1038
0,1,5,1,0
0,1,5,2,0
0,1,6,0.0,1038
0,1,6,1,0
0,1,6,2,0
0,1,7,0.0,687
0,1,7,2.0,15
0,1,7,1.0,102
0,1,8,0.0,807
0,1,8,1.0,108
0,1,8,2,0
0,1,9,0.0,918
0,1,9,1.0,18
0,1,9,2,0
0,1,10,0.0,1041
0,1,10,1,0
0,1,10,2,0
0,1,11,0.0,1038
0,1,11,1,0
0,1,11,2,0
0,1,12,0.0,1038
0,1,12,1,0
0,1,12,2,0
0,1,13,0.0,1041
0,1,13,1,0
0,1,13,2,0
0,1,14,0.0,747
0,1,14,2.0,12
0,1,14,1.0,66
0,1,15,0.0,669
0,1,15,2.0,33
0,1,15,1.0,102
0,1,16,0.0,747
0,1,16,2.0,24
0,1,16,1.0,135
0,1,17,0.0,1038
0,1,17,1,0
0,1,17,2,0
0,1,18,0.0,1038
0,1,18,1,0
0,1,18,2,0
0,1,19,0.0,1038
0,1,19,1,0
0,1,19,2,0
0,1,20,0.0,1038
0,1,20,1,0
0,1,20,2,0
0,1,21,0.0,1035
0,1,21,1,0
0,1,21,2,0
0,1,22,0.0,1041
0,1,22,1,0
0,1,22,2,0
0,1,23,0.0,1038
0,1,23,1,0
0,1,23,2,0
0,2,0,0.0,1041
0,2,0,1,0
0,2,0,2,0
0,2,1,0.0,1035
0,2,1,1,0
0,2,1,2,0
0,2,2,0.0,1038
0,2,2,1,0
0,2,2,2,0
0,2,3,0.0,1041
0,2,3,1,0
0,2,3,2,0
0,2,4,0.0,1038
0,2,4,1,0
0,2,4,2,0
0,2,5,0.0,1038
0,2,5,1,0
0,2,5,2,0
0,2,6,0.0,1032
0,2,6,1,0
0,2,6,2,0
0,2,7,0.0,810
0,2,7,1.0,45
0,2,7,2,0
0,2,8,0.0,786
0,2,8,2.0,3
0,2,8,1.0,99
0,2,9,0.0,828
0,2,9,1.0,123
0,2,9,2,0
0,2,10,0.0,630
0,2,10,2.0,24
0,2,10,1.0,195
0,2,11,0.0,858
0,2,11,1.0,114
0,2,11,2,0
0,2,12,0.0,969
0,2,12,1.0,12
0,2,12,2,0
0,2,13,0.0,771
0,2,13,1.0,156
0,2,13,2,0
0,2,14,0.0,897
0,2,14,1.0,78
0,2,14,2,0
0,2,15,0.0,891
0,2,15,1.0,81
0,2,15,2,0
0,2,16,0.0,921
0,2,16,1.0,12
0,2,16,2,0
0,2,17,0.0,831
0,2,17,1.0,162
0,2,17,2,0
0,2,18,0.0,834
0,2,18,1.0,63
0,2,18,2,0
0,2,19,0.0,573
0,2,19,1.0,324
0,2,19,2,0
0,2,20,0.0,645
0,2,20,1.0,108
0,2,20,2,0
0,2,21,0.0,618
0,2,21,1.0,192
0,2,21,2,0
0,2,22,0.0,1038
0,2,22,1,0
0,2,22,2,0
0,2,23,0.0,1038
0,2,23,1,0
0,2,23,2,0
0,3,0,0.0,1041
0,3,0,1,0
0,3,0,2,0
0,3,1,0.0,1038
0,3,1,1,0
0,3,1,2,0
0,3,2,0.0,1041
0,3,2,1,0
0,3,2,2,0
0,3,3,0.0,1038
0,3,3,1,0
0,3,3,2,0
0,3,4,0.0,1038
0,3,4,1,0
0,3,4,2,0
0,3,5,0.0,1038
0,3,5,1,0
0,3,5,2,0
0,3,6,0.0,1044
0,3,6,1,0
0,3,6,2,0
0,3,7,0.0,687
0,3,7,1.0,51
0,3,7,2,0
0,3,8,0.0,123
0,3,8,1.0,6
0,3,8,2,0
0,3,9,0.0,6
0,3,9,2.0,3
0,3,9,1.0,63
0,3,13,0.0,24
0,3,13,1.0,6
0,3,13,2,0
0,3,14,0.0,252
0,3,14,2.0,21
0,3,14,1.0,54
0,3,15,0.0,330
0,3,15,1.0,30
0,3,15,2,0
0,3,16,0.0,204
0,3,16,1.0,156
0,3,16,2,0
0,3,17,0.0,39
0,3,17,1.0,24
0,3,17,2,0
0,3,18,0.0,597
0,3,18,2.0,6
0,3,18,1.0,174
0,3,19,0.0,951
0,3,19,2.0,63
0,3,19,1.0,12
0,3,20,0.0,990
0,3,20,1.0,3
0,3,20,2,0
0,3,21,0.0,642
0,3,21,2.0,78
0,3,21,1.0,93
0,3,22,0.0,1035
0,3,22,1,0
0,3,22,2,0
0,3,23,0.0,1038
0,3,23,1,0
0,3,23,2,0
0,4,0,0.0,1041
0,4,0,1,0
0,4,0,2,0
0,4,1,0.0,1035
0,4,1,1,0
0,4,1,2,0
0,4,2,0.0,1038
0,4,2,1,0
0,4,2,2,0
0,4,3,0.0,1041
0,4,3,1,0
0,4,3,2,0
0,4,4,0.0,1038
0,4,4,1,0
0,4,4,2,0
0,4,5,0.0,1041
0,4,5,1,0
0,4,5,2,0
0,4,6,0.0,1035
0,4,6,1,0
0,4,6,2,0
0,4,7,0.0,786
0,4,7,2.0,6
0,4,7,1.0,147
0,4,8,0.0,822
0,4,8,1.0,135
0,4,8,2,0
0,4,9,0.0,1026
0,4,9,1,0
0,4,9,2,0
0,4,10,0.0,864
0,4,10,1.0,132
0,4,10,2,0
0,4,11,0.0,993
0,4,11,1.0,3
0,4,11,2,0
0,4,12,0.0,786
0,4,12,1.0,99
0,4,12,2,0
0,4,14,0.0,477
0,4,14,1.0,45
0,4,14,2,0
0,4,15,0.0,321
0,4,15,1,0
0,4,15,2,0
0,4,16,0.0,774
0,4,16,1.0,225
0,4,16,2,0
0,4,17,0.0,762
0,4,17,2.0,15
0,4,17,1.0,93
0,4,18,0.0,660
0,4,18,2.0,18
0,4,18,1.0,99
0,4,19,0.0,396
0,4,19,1.0,375
0,4,19,2,0
0,4,20,0.0,1041
0,4,20,1,0
0,4,20,2,0
0,4,21,0.0,1038
0,4,21,1,0
0,4,21,2,0
0,4,22,0.0,1038
0,4,22,1,0
0,4,22,2,0
0,4,23,0.0,1038
0,4,23,1,0
0,4,23,2,0
0,5,0,0.0,1038
0,5,0,1,0
0,5,0,2,0
0,5,1,0.0,1038
0,5,1,1,0
0,5,1,2,0
0,6,10,0.0,66
0,6,10,1,0
0,6,10,2,0
0,6,11,0.0,42
0,6,11,1.0,3
0,6,11,2,0
0,6,12,0.0,924
0,6,12,1.0,21
0,6,12,2,0
0,6,13,0.0,939
0,6,13,1.0,69
0,6,13,2,0
0,6,14,0.0,891
0,6,14,2.0,15
0,6,14,1.0,78
0,6,15,0.0,339
0,6,15,2.0,66
0,6,15,1.0,360
0,6,16,0.0,177
0,6,16,2.0,69
0,6,16,1.0,516
0,6,17,0.0,747
0,6,17,1.0,99
0,6,17,2,0
0,6,18,0.0,1041
0,6,18,1,0
0,6,18,2,0
0,6,19,0.0,1038
0,6,19,1,0
0,6,19,2,0
0,6,20,0.0,1032
0,6,20,1,0
0,6,20,2,0
0,6,21,0.0,1041
0,6,21,1,0
0,6,21,2,0
0,6,22,0.0,1035
0,6,22,1,0
0,6,22,2,0
0,6,23,0.0,1035
0,6,23,1,0
0,6,23,2,0
0,0,0,0.0,1038
0,0,0,1,0
0,0,0,2,0
0,0,1,0.0,1041
0,0,1,1,0
0,0,1,2,0
0,0,2,0.0,1038
0,0,2,1,0
0,0,2,2,0
0,0,3,0.0,1041
0,0,3,1,0
0,0,3,2,0
0,0,4,0.0,1038
0,0,4,1,0
0,0,4,2,0
0,0,5,0.0,1041
0,0,5,1,0
0,0,5,2,0
0,0,6,0.0,1038
0,0,6,1,0
0,0,6,2,0
0,0,7,0.0,1038
0,0,7,1,0
0,0,7,2,0
0,0,8,0.0,1041
0,0,8,1,0
0,0,8,2,0
0,0,9,0.0,1038
0,0,9,1,0
0,0,9,2,0
0,0,10,0.0,1041
0,0,10,1,0
0,0,10,2,0
0,0,11,0.0,1038
0,0,11,1,0
0,0,11,2,0
0,0,12,0.0,1038
0,0,12,1,0
0,0,12,2,0
0,0,13,0.0,1041
0,0,13,1,0
0,0,13,2,0
0,0,14,0.0,1032
0,0,14,1,0
0,0,14,2,0
0,2,17,0.0,906
0,2,17,1,0
0,2,17,2,0
0,2,18,0.0,243
0,2,18,1.0,12
0,2,18,2,0
0,2,19,0.0,450
0,2,19,2.0,54
0,2,19,1.0,312
0,3,7,0.0,309
0,3,7,1.0,36
0,3,7,2,0
0,3,8,0.0,750
0,3,8,1.0,24
0,3,8,2,0
0,3,9,0.0,141
0,3,9,1,0
0,3,9,2,0
0,3,10,0.0,720
0,3,10,1.0,126
0,3,10,2,0
0,3,11,0.0,645
0,3,11,1.0,45
0,3,11,2,0
0,3,12,0.0,810
0,3,12,1,0
0,3,12,2,0
0,3,13,0.0,714
0,3,13,2.0,3
0,3,13,1.0,81
0,3,14,0.0,453
0,3,14,2.0,15
0,3,14,1.0,363
0,3,15,0.0,165
0,3,15,2.0,105
0,3,15,1.0,516
0,3,16,0.0,465
0,3,16,2.0,114
0,3,16,1.0,321
0,3,17,0.0,669
0,3,17,2.0,27
0,3,17,1.0,147
0,3,18,0.0,906
0,3,18,1,0
0,3,18,2,0
0,3,19,0.0,1038
0,3,19,1,0
0,3,19,2,0
0,3,20,0.0,1041
0,3,20,1,0
0,3,20,2,0
0,3,21,0.0,1041
0,3,21,1,0
0,3,21,2,0
0,3,22,0.0,1038
0,3,22,1,0
0,3,22,2,0
0,3,23,0.0,1020
0,3,23,1,0
0,3,23,2,0
0,4,0,0.0,1038
0,4,0,1,0
0,4,0,2,0
0,4,1,0.0,1038
0,4,1,1,0
0,4,1,2,0
0,4,2,0.0,1038
0,4,2,1,0
0,4,2,2,0
0,4,3,0.0,1038
0,4,3,1,0
0,4,3,2,0
0,4,4,0.0,1038
0,4,4,1,0
0,4,4,2,0
0,4,5,0.0,1041
0,4,5,1,0
0,4,5,2,0
0,4,6,0.0,1035
0,4,6,1,0
0,4,6,2,0
0,4,7,0.0,1038
0,4,7,1,0
0,4,7,2,0
0,4,8,0.0,1038
0,4,8,1,0
0,4,8,2,0
0,4,9,0.0,1038
0,4,9,1,0
0,4,9,2,0
0,4,10,0.0,795
0,4,10,2.0,12
0,4,10,1.0,96
0,4,11,0.0,432
0,4,11,1.0,51
0,4,11,2,0
0,4,12,0.0,111
0,4,12,1,0
0,4,12,2,0
0,4,13,0.0,276
0,4,13,2.0,3
0,4,13,1.0,63
0,4,14,0.0,930
0,4,14,1.0,63
0,4,14,2,0
0,4,17,0.0,708
0,4,17,1.0,51
0,4,17,2,0
0,4,18,0.0,651
0,4,18,1.0,204
0,4,18,2,0
0,4,19,0.0,486
0,4,19,2.0,3
0,4,19,1.0,354
0,4,20,0.0,1032
0,4,20,1.0,3
0,4,20,2,0
0,4,21,0.0,1014
0,4,21,1,0
0,4,21,2,0
0,4,22,0.0,969
0,4,22,1,0
0,4,22,2,0
0,4,23,0.0,957
0,4,23,1.0,27
0,4,23,2,0
0,5,0,0.0,957
0,5,0,1.0,51
0,5,0,2,0
0,5,1,0.0,1011
0,5,1,1,0
0,5,1,2,0
0,5,6,0.0,69
0,5,6,1,0
0,5,6,2,0
0,5,7,0.0,309
0,5,7,1.0,12
0,5,7,2,0
0,5,8,0.0,894
0,5,8,1.0,78
0,5,8,2,0
0,5,9,0.0,930
0,5,9,1.0,24
0,5,9,2,0
0,5,10,0.0,747
0,5,10,1.0,234
0,5,10,2,0
0,5,11,0.0,870
0,5,11,1.0,51
0,5,11,2,0
0,5,12,0.0,204
0,5,12,1.0,669
0,5,12,2,0
0,5,13,0.0,636
0,5,13,1.0,294
0,5,13,2,0
0,5,14,0.0,621
0,5,14,1.0,273
0,5,14,2,0
0,5,15,0.0,741
0,5,15,2.0,12
0,5,15,1.0,177
0,5,20,0.0,66
0,5,20,1,0
0,5,20,2,0
0,5,21,0.0,450
0,5,21,2.0,18
0,5,21,1.0,48
0,5,22,0.0,606
0,5,22,1.0,165
0,5,22,2,0
0,5,23,0.0,1041
0,5,23,1,0
0,5,23,2,0
0,6,0,0.0,1035
0,6,0,1,0
0,6,0,2,0
0,6,1,0.0,1041
0,6,1,1,0
0,6,1,2,0
0,6,2,0.0,1038
0,6,2,1,0
0,6,2,2,0
0,6,3,0.0,1038
0,6,3,1,0
0,6,3,2,0
0,6,4,0.0,1041
0,6,4,1,0
0,6,4,2,0
0,6,5,0.0,1038
0,6,5,1,0
0,6,5,2,0
0,6,6,0.0,1038
0,6,6,1,0
0,6,6,2,0
0,6,7,0.0,1038
0,6,7,1,0
0,6,7,2,0
0,6,8,0.0,1041
0,6,8,1,0
0,6,8,2,0
0,6,9,0.0,1038
0,6,9,1,0
0,6,9,2,0
0,6,10,0.0,1032
0,6,10,1,0
0,6,10,2,0
0,6,11,0.0,1038
0,6,11,1,0
0,6,11,2,0
0,6,12,0.0,1041
0,6,12,1,0
0,6,12,2,0
0,6,13,0.0,1041
0,6,13,1,0
0,6,13,2,0
0,6,14,0.0,1038
0,6,14,1,0
0,6,14,2,0
0,6,15,0.0,1035
0,6,15,1,0
0,6,15,2,0
0,6,16,0.0,1041
0,6,16,1,0
0,6,16,2,0
0,6,17,0.0,1041
0,6,17,1,0
0,6,17,2,0
0,6,18,0.0,1038
0,6,18,1,0
0,6,18,2,0
0,6,19,0.0,1038
0,6,19,1,0
0,6,19,2,0
0,6,20,0.0,1038
0,6,20,1,0
0,6,20,2,0
0,6,21,0.0,924
0,6,21,1.0,6
0,6,21,2,0
0,6,22,0.0,1035
0,6,22,1,0
0,6,22,2,0
0,6,23,0.0,939
0,6,23,1.0,63
0,6,23,2,0
0,0,0,0.0,1038
0,0,0,1,0
0,0,0,2,0
0,0,1,0.0,1041
0,0,1,1,0
0,0,1,2,0
0,0,2,0.0,1038
0,0,2,1,0
0,0,2,2,0
0,0,3,0.0,1056
0,0,3,1,0
0,0,3,2,0
0,0,4,0.0,1041
0,0,4,1,0
0,0,4,2,0
0,0,5,0.0,1038
0,0,5,1,0
0,0,5,2,0
0,0,6,0.0,1038
0,0,6,1,0
0,0,6,2,0
0,0,7,0.0,1038
0,0,7,1,0
0,0,7,2,0
0,0,8,0.0,861
0,0,8,1.0,30
0,0,8,2,0
0,0,9,0.0,564
0,0,9,2.0,33
0,0,9,1.0,264
0,0,10,0.0,900
0,0,10,2.0,15
0,0,10,1.0,36
0,0,11,0.0,996
0,0,11,1,0
0,0,11,2,0
0,0,12,0.0,891
0,0,12,1.0,30
0,0,12,2,0
0,0,13,0.0,1041
0,0,13,1,0
0,0,13,2,0
0,0,14,0.0,777
0,0,14,2.0,39
0,0,14,1.0,81
0,0,15,0.0,873
0,0,15,1.0,72
0,0,15,2,0
0,0,16,0.0,816
0,0,16,1.0,90
0,0,16,2,0
0,0,17,0.0,966
0,0,17,1.0,21
0,0,17,2,0
0,0,18,0.0,468
0,0,18,2.0,60
0,0,18,1.0,387
0,0,19,0.0,1035
0,0,19,1,0
0,0,19,2,0
0,0,20,0.0,1035
0,0,20,1,0
0,0,20,2,0
0,0,21,0.0,1035
0,0,21,1,0
0,0,21,2,0
0,0,22,0.0,1038
0,0,22,1,0
0,0,22,2,0
0,0,23,0.0,1026
0,0,23,1,0
0,0,23,2,0
0,1,0,0.0,1038
0,1,0,1,0
0,1,0,2,0
0,1,1,0.0,1038
0,1,1,1,0
0,1,1,2,0
0,1,2,0.0,1041
0,1,2,1,0
0,1,2,2,0
0,1,3,0.0,1038
0,1,3,1,0
0,1,3,2,0
0,1,4,0.0,1041
0,1,4,1,0
0,1,4,2,0
0,1,5,0.0,1038
0,1,5,1,0
0,1,5,2,0
0,1,6,0.0,1041
0,1,6,1,0
0,1,6,2,0
0,1,7,0.0,768
0,1,7,2.0,21
0,1,7,1.0,81
0,1,8,0.0,903
0,1,8,1.0,102
0,1,8,2,0
0,1,9,0.0,834
0,1,9,2.0,6
0,1,9,1.0,132
0,1,10,0.0,666
0,1,10,2.0,12
0,1,10,1.0,258
0,1,11,0.0,939
0,1,11,1.0,36
0,1,11,2,0
0,1,12,0.0,801
0,1,12,2.0,24
0,1,12,1.0,75
0,1,13,0.0,960
0,1,13,1.0,15
0,1,13,2,0
0,1,14,0.0,756
0,1,14,2.0,72
0,1,14,1.0,180
0,1,15,0.0,858
0,1,15,1.0,114
0,1,15,2,0
0,1,16,0.0,954
0,1,16,2.0,57
0,1,16,1,0
0,1,17,0.0,669
0,1,17,2.0,39
0,1,17,1.0,159
0,1,18,0.0,870
0,1,18,1.0,141
0,1,18,2,0
0,1,19,0.0,408
0,1,19,2.0,105
0,1,19,1.0,231
0,1,20,0.0,1026
0,1,20,1,0
0,1,20,2,0
0,1,21,0.0,1038
0,1,21,1,0
0,1,21,2,0
0,1,22,0.0,1038
0,1,22,1,0
0,1,22,2,0
0,1,23,0.0,1041
0,1,23,1,0
0,1,23,2,0
0,2,0,0.0,1038
0,2,0,1,0
0,2,0,2,0
0,2,1,0.0,1041
0,2,1,1,0
0,2,1,2,0
0,2,2,0.0,1038
0,2,2,1,0
0,2,2,2,0
0,2,6,0.0,531
0,2,6,1,0
0,2,6,2,0
0,2,7,0.0,246
0,2,7,2.0,30
0,2,7,1.0,159
0,2,8,0.0,801
0,2,8,1.0,105
0,2,8,2,0
0,2,9,0.0,1020
0,2,9,1,0
0,2,9,2,0
0,2,10,0.0,204
0,2,10,1,0
0,2,10,2,0
0,2,11,0.0,201
0,2,11,1,0
0,2,11,2,0
0,2,12,0.0,1029
0,2,12,1,0
0,2,12,2,0
0,2,13,0.0,705
0,2,13,2.0,21
0,2,13,1.0,198
0,2,14,0.0,828
0,2,14,2.0,18
0,2,14,1.0,117
0,2,15,0.0,555
0,2,15,2.0,3
0,2,15,1.0,18
0,2,16,0.0,36
0,2,16,1.0,54
0,2,16,2,0
0,2,17,0.0,540
0,2,17,1.0,291
0,2,17,2,0
0,2,18,0.0,669
0,2,18,2.0,6
0,2,18,1.0,282
0,2,19,0.0,669
0,2,19,2.0,138
0,2,19,1.0,87
0,2,20,0.0,978
0,2,20,1,0
0,2,20,2,0
0,3,10,0.0,348
0,3,10,1.0,120
0,3,10,2,0
0,3,11,0.0,120
0,3,11,2.0,9
0,3,11,1.0,381
0,3,12,0.0,960
0,3,12,1.0,9
0,3,12,2,0
0,3,13,0.0,891
0,3,13,1.0,81
0,3,13,2,0
0,3,14,0.0,510
0,3,14,1.0,303
0,3,14,2,0
0,3,15,0.0,738
0,3,15,1.0,186
0,3,15,2,0
0,3,16,0.0,918
0,3,16,1.0,45
0,3,16,2,0
0,3,17,0.0,714
0,3,17,1.0,153
0,3,17,2,0
0,3,18,0.0,660
0,3,18,1.0,129
0,3,18,2,0
0,3,19,0.0,771
0,3,19,2.0,54
0,3,19,1.0,108
0,3,20,0.0,867
0,3,20,2.0,3
0,3,20,1.0,78
0,3,21,0.0,762
0,3,21,1.0,24
0,3,21,2,0
0,3,22,0.0,1020
0,3,22,1,0
0,3,22,2,0
0,3,23,0.0,1038
0,3,23,1,0
0,3,23,2,0
0,4,0,0.0,1038
0,4,0,1,0
0,4,0,2,0
0,4,1,0.0,1035
0,4,1,1,0
0,4,1,2,0
0,4,2,0.0,1035
0,4,2,1,0
0,4,2,2,0
0,4,3,0.0,1041
0,4,3,1,0
0,4,3,2,0
0,4,4,0.0,1041
0,4,4,1,0
0,4,4,2,0
0,4,5,0.0,1038
0,4,5,1,0
0,4,5,2,0
0,4,6,0.0,1038
0,4,6,1,0
0,4,6,2,0
0,4,7,0.0,1020
0,4,7,1,0
0,4,7,2,0
0,4,8,0.0,987
0,4,8,1.0,21
0,4,8,2,0
0,4,9,0.0,180
0,4,9,2.0,441
0,4,9,1.0,234
0,4,10,0.0,54
0,4,10,2.0,693
0,4,10,1.0,9
0,4,11,0.0,828
0,4,11,2.0,144
0,4,11,1.0,6
0,4,12,0.0,600
0,4,12,2.0,336
0,4,12,1.0,36
0,4,13,0.0,645
0,4,13,2.0,99
0,4,13,1.0,147
0,4,14,0.0,423
0,4,14,2.0,15
0,4,14,1.0,69
0,4,15,0.0,483
0,4,15,2.0,15
0,4,15,1.0,228
0,4,16,0.0,375
0,4,16,2.0,36
0,4,16,1.0,183
0,4,17,0.0,627
0,4,17,2.0,15
0,4,17,1.0,66
0,4,18,0.0,576
0,4,18,2.0,30
0,4,18,1.0,114
0,4,19,0.0,948
0,4,19,1.0,3
0,4,19,2,0
0,4,20,0.0,627
0,4,20,2.0,63
0,4,20,1.0,135
0,1,23,0.0,30
0,1,23,1,0
0,1,23,2,0
